artist,title,lyric,album,song_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Stand Atlantic,Bullfrog,you're a bullfrog your sweet talk it echoes can't say i'm ever gonna let go your spine is hollow as your ego i hope you go wherever i don't    never thought to see through all the smoke and steam 'cause there's nothing underneath swimming your reasons through fairweather seasons and i hope you find just what you need in gaps you'll force yourself between   you're a bullfrog your sweet talk it echoes can't say i'm ever gonna let go your spine is hollow as your ego i hope you go wherever i don't   you couldn't hang around so glad that you walked out that bitter taste makes an ugly face   old friend which i could renew the subtle waste of all the breath that caused this bullshit stress take all the distance you were reaching for bearing the weight as you refuse to keep holding on and on and on and on i hope you find just what you need   you're a bullfrog your sweet talk it echoes can't say i'm ever gonna let go your spine is hollow as your ego i hope you go wherever i don't   you couldn't hang around so glad that you walked out that bitter taste makes an ugly face i wouldn't run your mouth nobody likes the sound of time you waste it's written on your face   just spit it out of quiet corners from a bitter mouth cold as the sun you just love to quit before it's done just spit it out of quiet corners from a bitter mouth cold as the sun you just love to quit before it's done  you're a bullfrog your sweet talk it echoes can't say i'm ever gonna let go your spine is hollow as your ego i hope you go wherever i don't  you couldn't hang around you're a bullfrog your sweet talk it echoes can't say i'm ever gonna let go you couldn't hang around your spine is hollow as your ego i hope you go wherever i don't  you're a bullfrog your sweet talk it echoes can't say i'm ever gonna let go your spine is hollow as your ego i hope you go wherever i don't,Skinny Dipping,2txY2FuxXyRi7bxgAIAaek,0.447,0.963,2,-2.927,1,0.119,0.000169,0,0.92,0.579,174.976,181387,4
Stand Atlantic,Your Graduation,it's been three whole years of me thinking about you every day sometimes for hours sometimes in passing saw you from the bottom of the staircase stood out for hours as you complained about how you haven't seen your friends yet that you're too drunk to stand and you not knowing if you can love him forever   bullshit you fucking miss me there i said it i guess i'll talk to you in a few months sitting drunk on the sidewalk i guess i'll get up i guess i'll go for a walk press my shoes against the pavement i swear this has got to be the hundredth time i've thought of you tonight   you weren't the only one who thought of us that way i spend most nights awake wide awake i never thought that i oh i would see the day where i'd just let you go let you walk away yeah i can't believe i let you walk away    used to call you crook called you a bandit there ain't no other good damn reason why my heart it would go missing for so many months so i was wishing that you that you would stop pretending remember all those countless nights when i told you i loved you and to never forget it oh just forget it  you weren't the only one who thought of us that way i spend most nights awake wide awake i never thought that i oh i would see the day where i'd just let you go let you walk away where i let you walk away   you weren't the only one who thought of us that way i spend most nights awake wide awake i never thought that i oh i would see the day where i'd just let you go let you walk away go ahead and walk away,Your Graduation,28yJKwgBMenhf5VZn4M87U,0.398,0.842,5,-7.156,1,0.0574,0.000259,0,0.274,0.419,182.032,160560,4
Stand Atlantic,Cigarette Kiss,staple my eyes to my chest 'cause i want to pretend that we're better than this hiding intentions through subtle inflections like you know i'm asking for it   i wanted more so i went and got it and you wanted more so you came and got it and i got that winter chill with summer's guilt   is it so innocent it's just a cigarette kiss oh cigarette kiss is it so innocent    clutching the bows of an urge like a static emergency we're just too numb to fight off sketching a story in the back of my body i don't care i'll never be sorry  i wanted more so i went and got it and you wanted more so you came and got it and i got that winter chill with summer's guilt   is it so innocent it's just a cigarette kiss oh cigarette kiss is it so innocent it's just a cigarette kiss   and i got that winter chill with summer's guilt kill time with bitter pills till nothing's real  is it so innocent it's just a cigarette kiss is it so innocent  staple my eyes to my chest 'cause i want to pretend that we're better than this it's just a cigarette kiss oh cigarette kiss is it so innocent it's just a cigarette kiss and i got that winter chill with summer's guilt  it's not as innocent as i make it feel high price to pay just for a cheaper thrill kill time with bitter pills till nothing's real   is it so innocent is it so innocent,Skinny Dipping,6aNxpeNWK3eHtzRo3iWzwY,0.375,0.911,1,-3.361,1,0.0443,1.90E-05,1.03E-06,0.251,0.418,187.979,220320,4
Stand Atlantic,Like That,honeycoated speech and i'm overdosing it's just like that it's just like that delicately dying for another minute it's just like that it's just like that   gold rush what you digging outta me this head rush stomach's in my neck i gotta stand still dizzy dumb and in between and it's just like that it's just like that   heavy dose comatose can't seem to find the words and it's just like that it's just like that skeleton bring me in i'll bleed a little more for you just like that it's just like that and it's just like that    never sought it out need an antidote and it's just like that it's just like that careful i could brush pain into your picture it's just like that it's just like that  gold rush what you digging outta me this head rush stomach's in my neck i gotta stand still dizzy dumb and in between and it's just like that it's just like that   heavy dose comatose can't seem to find the words and it's just like that it's just like that skeleton bring me in i'll bleed a little more for you just like that it's just like  post crushing bones i don't know my guts keep falling out and i'm starting to disintegrate oh carry on yeah it's just like that it's just like that   in my crowded brain you're in uppercase cutting veins 'til they spell out your name i'm speaking to ceilings and finding release somehow honeycoated speech and i'm overdosing it's just like that  heavy dose comatose can't seem to find the words it's just like that it's just like that skeleton bring me in i'll bleed a little more for you just like that it's just like  post crushing bones that i know my guts keep falling out and i'm starting to disintegrate oh carry on yeah it's just like that it's just like that,Pink Elephant,6FxIFdX1jeJYwPozaeqaZj,0.572,0.953,4,-3.648,0,0.0494,0.0007,0,0.0579,0.388,131.979,177012,4
Stand Atlantic,Push,i thought we had a good thing going i never thought youd be so cunning woah woah lightening in a dark room honey fine until it hits your body woah woah    im stuck in the living room pace through my thoughts of you woah woah theres fire in the way you choose to let your heavy heart stay bruised as i carry it home with me and the weight of everything  pre chours push on my cold lungs and break me swiftly just take what you want but i wont make it easy   take what you want from me im sure i made it easy not being what you needed say what you want you always do im sure i made it easy nothing new   you couldnt leave your words uncovered i never thought youd leave so sudden woah woah underneath the roof were flooding currents wrap around our bodies and it kept me deceptive to a bed dipped in poison  pre  just take what you want but i wont make it easy   take what you want from me im sure i made it easy not being what you needed say what you want you always do im sure i made it easy not being what you needed nothing new   im sick of waiting just contemplating our past mistakes and misguided chase scenes my mind is made up enough is enough so take what you want yeah  take what you want from me im sure i made it easy not being what you needed say what you want you always do im sure i made it easy not being what you needed nothing new   take what you want from me im sure i made it easy not being what you needed say what you want you always do im sure i made it easy nothing new,Sidewinder,4aSkH43myaXAwy9S4ZsXYk,0.415,0.906,10,-3.917,1,0.0587,0.00105,0,0.153,0.461,187.018,220690,4
Stand Atlantic,‎deathwish,bonnie you make my head spin god knows i can't win i don't know what i'm doing i think i got a fucking deathwish it's got me headsick if i can't win i'm losing to a fucking deathwish to a fucking deathwish    bonnie i don't wanna suffer on the stupid things that you said why don't you dig the grave big enough for us yeah yeah think i'm losing something that i didn't know i could have i'll be drinking your sweat 'til we're fucking dead yeah   bonnie kissing the knife a cynical and miserable high can see the end of this in your eyes if you're staying could you quit saying bye bye   bonnie you make my head spin god knows i can't win i don't know what i'm doing i think i got a fucking deathwish it's got me headsick if i can't win i'm losing to a fucking deathwish   joe bonnie yo if it's real we say it out loud i wanna tell you but i don't know how evеry single night every singlе fight now i feel like i was right when i left but it's too late now yeah yeah ayy i know this won't last yeah you're not in my bed yeah yeah yeah we're not fucking dead yet yeah yeah yeah   bonnie joe kissing the knife a cynical and miserable high hey yeah can see the end of this in your eyes if you're staying could you quit saying bye quit saying bye bye   bonnie joe you make my head spin hey hey god knows i can't win yeah yeah i don't know what i'm doing i don't know what i'm doing i think i got a fucking deathwish deathwish it's got me headsick headsick if i can't win i'm losing oh to a fucking deathwish watch my fucking head spin god knows i can't win i can't win i don't know what i'm doing i don't know what i'm doing i think i got a fucking deathwish deathwish it's got me headsick it's got me headsick if i can't win i'm losing to a fucking deathwish  bonnie joe said i'll drink your sweat 'til we're dead yeah yeah yeah yeah haha,"deathwish (feat. nothing,nowhere.)",4pi7qRGw2DDKAJMGHGcZ2O,0.758,0.779,8,-4.405,1,0.038,0.000717,0,0.109,0.588,124.987,147908,4
Stand Atlantic,Burn in the Afterthought,i think you're interesting but damn the interestings when everything i need is close and out of reach i wish you'd pull me in but i don't belong say you'll keep me waiting not for long and i can't even though i should but i know i won't let go cause i'm stuck living in the sparks that we always talk don't own   keep me on the tip of your tongue with all the shit that i've done sick of us picking up the pieces   i'll burn in the afterthought it's all i've got left to give in to got left to give in to yeah it's all fucked up cause it's not enough no it's not enough    i think you're interesting but it's like pulling teeth when everything i need is close and out of reach was happy in my walls found myself in yours along with someone else and now we hate ourselves and i can't even though i should but i know i won't let go cause i'm stuck living in the sparks that we always talk don't own i guess i'll  i'll burn in the afterthought it's all i've got left to give in to got left to give in to yeah it's all fucked up cause it's not enough no it's not enough   well get what we've done without doing anything how did we get this far we're not going anywhere respite and wildfire and we'll guide the water in float in the grace of the fall 'til i flatline   keep me on the tip of your tongue with all the shit that i've done sick of us picking up the pieces   i'll burn in the afterthought it's all i've got left to give in to got left to give in to yeah it's all fucked up cause it's not enough no it's not enough  burn in the afterthought keep me on the tip of your tongue burn in the afterthought take me with the shit that i've done burn in the afterthought it's all i've got left to give in to burn in the afterthought what's left to give in to burn in the afterthought what's left to give in to i guess i'll burn in the afterthought it's all i've got left to give in to,Skinny Dipping,5Gcr5glMKLrogFykiXfhmV,0.517,0.869,1,-3.576,1,0.0304,0.000464,0,0.215,0.51,90.985,223573,4
Stand Atlantic,Mess I Made,theres gotta be a better way better way to let this be told dont know why you wanna stay when i act so cold drop my thoughts alone i never had my own cause im lost inside i wanna fall into paradise   its killing me killing me i got this far on my own just colour me colour me im so afraid underneath all of the mess that i have made    i dont wanna fade away let it slip off my tongue whats another day awake day awake with a twist in my lungs drown in doubts alone ive always had my own cause im lost inside someone take me home   its killing me killing me i got this far on my own just colour me colour me im so afraid underneath all of the mess that i have made  try to find my way around the honest answers its killing me just living in the mess i made i fell into a river of all my own disasters and wash away the worst and leave me clean   its killing me killing me i got this far on my own just colour me colour me im so afraid underneath all of the mess that i have made,Sidewinder,5Ej20Rmr49Wdw1ZbMnbtkc,0.562,0.934,1,-3.902,1,0.0452,0.000457,0,0.0822,0.696,110.015,137844,4
Stand Atlantic,DWYW,throw the weight on my back keep away sell my name because i'm choking    adding wolves to the pack burn me out sell my pain forcing me open woo and i know what i lack my own hands pull me down and it's more than you can you can sick of holding out fighting on my own digging holes in the earth see yourself as a worm and i know you hate that hate that hate that   dosed in oxytocin hope it fucking overflows hesitate in aspirations i'd rather lose than die alone and i cut my teeth on apathy taking bones from the grave doing what you want   take me closer to the sun you can cut off both my arms 'cause you do what you want do what you want yeah just hang me from your silver tongue 'cause you do what you want do what you want yeah   all your words heavy weight they attack everything are you taking me down are you taking me are you taking me down i'm not proud of myself anymore and i think i wanna wanna cut cut cut cut my brain out brain out   dosed in oxytocin hope it fucking overflows hesitate in aspirations i'd rather lose than die alone you're still here but i resist to stay taking bones from the grave doing what you want   take me closer to the sun you can cut off both my arms 'cause you do what you want do what you want yeah just hang me from your silver tongue 'cause you do what you want do what you want yeah   whoaohoh whoaohoh whoaohoh 'cause you do what you want do what you want yeah  take me closer to the sun you can cut off both my arms 'cause you do what you want do what you want yeah just hang me from your silver tongue 'cause you do what you want do what you want yeah take me whoaohoh closer to the sun whoaohoh you can cut off both my arms whoaohoh 'cause you do what you want do what you want yeah just hang me from whoaohoh your silver tongue whoaohoh whoaohoh 'cause you do what you want do what you want yeah   throw the weight on my back keep away sell my name because i'm choking,Pink Elephant,3GXB7uFe662zNCA7RrBFx4,0.341,0.913,2,-4.68,1,0.0754,0.000546,0,0.316,0.596,103.97,188032,4
Stand Atlantic,Clay,bonnie fraser oh i i'm as vibrant as an ashtray still better than i have been falling over my skin to keep the dust from settling    bonnie oh well i can feed into the fire all fury no desire bending with the wind that i keep to fuel the apathy i'm restless to the point where i'm stuck   bonnie stop saving your words and hit where it hurts i hear you speak and i bite in return i'm feeling absent again 'cause i live in my head i take for a taste to throw it away to throw it away hit me where it hurts    hannah greenwood sometimes i roll back into old ways where i stir and misbehave holding onto my skin to keep the rust from crawling in  4 bonnie hannah  both some nights i sleep in crowded hallways at least that's what it feels like ignoring all the voices it's sweet but they don't mean a thing   bonnie stop saving your words and hit where it hurts i hear you speak and i bite in return i'm feeling absent again 'cause i live in my head i take for a taste to throw it away to throw it away hit me where it hurts   bonnie mould me like clay to a shape that's not the same nothing more to say nothing more to say   bonnie stop saving your words and hit where it hurts i hear you speak and i bite in return i'm feeling absent again 'cause i live in my head i take for a taste to throw it away to throw it away hit me where it hurts,Skinny Dipping,7ETJhxE1aPI41l9Z2UisNi,0.563,0.913,1,-3.321,1,0.0391,6.04E-05,0,0.131,0.557,121.011,153667,3
Stand Atlantic,Speak Slow,could have made you crumple at my feet but i sold my health to slurry speech sketching myself to be 'cause grey is not a shade i want to be seeking that sensitive head rush and i find myself another crutch can't seem to understand i am the smoke from my gun   all the mistakes i've made dragging my selfesteem just pulling myself away from all the mould that grew inside of me sleep in the mess i made wake in the empty space treading the open sea i got myself and that's all that i need   speak slow speak slow still stuck in the free throw but it's alright i should go but i stare out of windows when there's nothing outside   wrestle the cracks under my skin shaking the walls i'm buried in i'm up and down i want the taste of what's left in between these burnt and bound and broken wings adjust my eyes and a subtle pinch i didn't fight this hard to give in to the sting   all the mistakes i've made dragging my selfesteem just pulling myself away from all the mould that grew inside of me sleep in the mess i made wake in the empty space treading the open sea i got myself and that's all that i need   speak slow speak slow still stuck in the free throw but it's alright i should go but i stare out of windows when there's nothing outside  woah woah woah woah woah woah woah woah give me somewhere to go they gave me vertigo everything takes its toll reaching outside my home just to still feel alone everything moves so slow stuck in the free throw   speak slow speak slow still stuck in the free throw but it's alright i should go but i stare out of windows when there's nothing outside  speak slow speak slow still stuck in the free throw but it's alright i should go but i stare out of windows when there's nothing outside,Skinny Dipping,5PzYC4MeSTqz5L8ab6FnRX,0.595,0.98,8,-3.168,1,0.0964,0.000213,0,0.239,0.485,117.473,188747,4
Stand Atlantic,Roses,still stuck in my weather get lost here whenever still stuck in my weather and you're just passing by    i'm not out of touch with myself i'm keeping it all in for your health yeah i need more than selfmedicine i need more than selfmedicine and i could never ask you to tell whether i had flown or i fell keeping up with me gets boring and i would rather just ignore it   can't smell the roses when they wilt in my hands i shed all my skin that's dead and gone my old regrets i'm stuck in my weather while you're passing by  still stuck in my weather get lost here whenever still stuck in my weather and you're just passing by   tell me to the walls of your head and i'll be staying in if it helps we need more than selfreflection we need more than selfreflection have you been doing fine on your own we could carry each other home cause grinding teeth alone gets haunting   can't smell the roses when they wilt in my hands i shed all my skin that's dead and gone my old regrets i'm stuck in my weather while you're passing by get lost here whenever if i close my eyes   i'm not out of touch with myself i'm keeping it all in for your health and i just need more than selfmedicine we need more than selfreflection   can't smell the roses when they wilt in my hands i shed all my skin that's dead and gone my old regrets can't smell the roses when they wilt in my hands i shed all my skin that's dead and gone my old regrets  still stuck in my weather get lost here whenever still stuck in my weather and you're just passing by  still stuck in my weather get lost here whenever still stuck in my weather and you're just passing by,Skinny Dipping,3mcAjmpsXafj2CNzvEx0Zj,0.459,0.931,6,-4.028,1,0.0661,0.000134,0,0.116,0.26,165.968,233445,4
Stand Atlantic,Soap,ahah ahah ahah ahah ahah ahah    foreign in my own head i wanna forget the place i'm in and you got and you got you got you gotta pull me out pink elephant 'cause i feel it sinking in yeah so what if i cave in i think i like that sweet cinnamon and i feel and i feel and i feel feeling a little sick of myself dragging myself to hell to stop me feeling nothing at all all all all yeah   so pull me out i'm up and down i'm up and down soap in my mouth come on filter me out feet ahead of you now and you got and you got and you got you gotta pull me out so pull me out 'til i feel 'til i feel 'til i feel myself just fade away   i can see your silhouette as it hits my brain ahaha and i'm watching windows fall and you evaporate i'd pay for anything at the cause lose a little piece of myself to stop me feeling nothing at all yeah yeah   so pull me out i'm up and down i'm up and down soap in my mouth come on filter me out feet ahead of you now and you got and you got and you got you gotta pull me out so pull me out 'til i feel 'til i feel 'til i feel myself just fade away   i scratch the surface tastes like lemonade i'm falling in my own head i keep cleaning cuts with soap you've made forget the place i'm in i'm up and down  so pull me out i'm up and down i'm up and down soap in my mouth come on filter me out feet ahead of you now and you got and you got and you got you gotta pull me out so pull me out 'til i feel 'til i feel 'til i feel myself just fade a so pull me out i'm up and down i'm up and down soap in my mouth come on filter me out feet ahead of you now and you got and you got and you got you gotta pull me out so pull me out 'til i feel 'til i feel 'til i feel myself just fade away,Pink Elephant,08M4G76mQfNwOGle9lPzxa,0.535,0.976,6,-2.722,1,0.0811,0.00168,0,0.32,0.677,97.042,185402,4
Stand Atlantic,MakeDamnSure,you've got this new head filled up with smoke and ive got my veins all tangled close to those jukebox bars you frequent the safest place to hide a long night spent with your most obvious weakness you start shaking at the thought you are everything i want 'cause you are everything i'm not   and we lay we lay together just not too close too close how close is close enough and we lay we lay together just not too close too close   i just wanna break you down so badly well i trip over everything you say i just wanna break you down so badly in the worst way    my inarticulate storebought hangover hobby kit it talks and it says you oh you are so cool scissorshaped across the bed you are red violent red you hollow out my hungry eyes you hollow out my hungry eyes  and we lay we lay together just not too close too close how close is close enough and we lay we lay together just not too close too close   i just wanna break you down so badly well i trip over everything you say i just wanna break you down so badly in the worst way i just wanna break you down so badly well i trip over everything you say i just wanna break you down so badly in the worst way worst way   i'm gonna make damn sure that you can't ever leave no you won't ever get too far from me you won't ever get too far from me i'll make damn sure that you can't ever leave no you won't ever get too far from me you wont ever get too far from me you wont ever get too far from me ever get too far you won't ever get too far fuck   i just wanna break you down so badly well i trip over everything you say well i just wanna break you down so badly in the worst way worst way   im gonna make damn sure i just wanna break you down so badly i just wanna break you down so badly down so in the worst way worst way,MakeDamnSure,30rLZAMsDqDdXxULLUBbWh,0.486,0.825,6,-6.137,1,0.0326,0.00187,0,0.135,0.568,159.961,202919,4
Stand Atlantic,Silk & Satin,i used to be so sharp and i used to be so callous but now i'm silk and satin overthrown rest it all on my lungs forgetting where i came from sleeping with the door closed in an empty home   i wish i had a reason for distaste keep pushing back and everyone away  post i'm all i have i'm all i have    something in the water i drank it down and over saving every drip but i'm underwhelmed fade into the worst words deciding what my worth is just say it like you mean it or don't at all  i'm running wrapped in bandaids when nothing hurts at all i'd settle for the good days to break this lonely fall sick of telling myself that i don't need your help but it's pressing on my skull forgetting where i came from  post i'm all i have i used to be so sharp and i used to be so callous but now i'm silk and satin i'm all i have rest it all on my lungs forgetting where i came from but now i'm silk and satin   i used to be so sharp and i used to be so callous but now i'm silk and satin overthrown   i'm running wrapped in bandaids when nothing hurts at all i'd settle for the good days to break this lonely fall sick of telling myself that i don't need your help but it's pressing on my skull forgetting where i came from post i'm all have i used to be so sharp and i used to be so callous but now i'm silk and satin i'm all have rest it all on my lungs forgetting where i came from but now i'm silk and satin   i'm all i have,Pink Elephant,3XUjpEhx482s7lX9kjeVkc,0.654,0.636,7,-6.5,1,0.031,0.00235,0,0.139,0.0774,137.006,170666,4
